TICKET_NMBR,no_of_times_reassigned,STATUS,PRIORITY,BUSINESS_COMPLETION_HRS
IN10263861,4,RESOLVED,Medium,580.77
IN10263862,2,RESOLVED,Low,5.32
IN10263865,3,RESOLVED,Low,213.69
IN10263865,3,RESOLVED,Low,213.69
IN10263868,5,,Low,
IN10263872,2,RESOLVED,Medium,3.67
IN10263887,2,RESOLVED,Medium,16.35
IN10263895,2,RESOLVED,Medium,35.7
IN10263902,2,RESOLVED,Low,17.42
IN10263906,6,RESOLVED,Low,55.15
IN10263910,2,RESOLVED,Medium,5.78
IN10263910,2,RESOLVED,Medium,5.78
IN10263915,2,RESOLVED,Low,72.28
IN10263917,3,RESOLVED,Medium,74.8
IN10263918,2,RESOLVED,Low,5.65
IN10263919,4,RESOLVED,Low,25.87
IN10263921,2,RESOLVED,Low,34.6
IN10263926,2,RESOLVED,Medium,3.3
IN10263930,2,RESOLVED,Medium,1.33
IN10263931,2,RESOLVED,Medium,2.93
IN10263932,2,RESOLVED,Medium,332.88
IN10263934,2,RESOLVED,Low,1.27
IN10263934,2,RESOLVED,Low,1.27
IN10263937,3,RESOLVED,Low,2.57
IN10263953,3,,Medium,
IN10263955,4,RESOLVED,Medium,651.57
IN10263955,4,RESOLVED,Medium,651.57
IN10263960,2,RESOLVED,Low,725.55
IN10263961,2,RESOLVED,Low,8.1
IN10263962,2,RESOLVED,Low,0.85
IN10263964,2,RESOLVED,Medium,36.07
IN10263965,2,RESOLVED,Medium,1.63
IN10263967,2,,Low,580.65
IN10263973,2,RESOLVED,Medium,7.23
IN10263977,2,RESOLVED,Medium,98.18
IN10263984,2,,Low,466.75
IN10263990,5,RESOLVED,Low,527.3
IN10263991,2,RESOLVED,Low,390.0
IN10263992,2,RESOLVED,Medium,1.7
IN10264000,4,RESOLVED,Low,5.7
IN10264013,2,RESOLVED,Low,58.25
IN10264016,3,RESOLVED,Medium,0.0
IN10264017,2,RESOLVED,Medium,243.2
IN10264018,2,,Medium,667.47
IN10264024,2,RESOLVED,Low,3.15
IN10264027,2,RESOLVED,Low,10.0
IN10264046,2,RESOLVED,Low,5.65
IN10264890,2,RESOLVED,Medium,9.17
IN10265961,3,RESOLVED,Low,50.26
IN10265964,2,RESOLVED,Low,25.54
IN10265968,2,RESOLVED,Low,1.57
IN10265968,2,RESOLVED,Low,1.57
IN10265969,2,RESOLVED,Medium,234.73
IN10265972,3,RESOLVED,Medium,672.65
IN10265975,2,RESOLVED,Low,1.42
IN10265983,3,RESOLVED,Low,381.85
IN10265984,2,RESOLVED,Medium,5.07
IN10265984,2,RESOLVED,Medium,5.07
IN10265986,2,RESOLVED,Low,20.32
IN10265993,2,RESOLVED,Medium,2.38
IN10266005,3,RESOLVED,Low,785.38
IN10266006,2,RESOLVED,Low,0.9
IN10266007,3,RESOLVED,Low,37.06
IN10266011,6,RESOLVED,Medium,152.18
IN10266036,3,RESOLVED,Low,26.54
IN10266045,2,RESOLVED,Medium,98.13
IN10266047,2,,Low,
IN10266050,3,RESOLVED,Medium,526.58
IN10266052,2,RESOLVED,Low,29.28
IN10266053,4,,Medium,
IN10266055,2,RESOLVED,Medium,8.17
IN10266056,4,RESOLVED,Medium,37.69
IN10266066,2,RESOLVED,Medium,30.09
IN10266067,3,RESOLVED,Low,7.98
IN10266070,2,RESOLVED,Low,4.53
IN10266072,6,RESOLVED,Medium,253.95
IN10266073,3,RESOLVED,Medium,75.08
IN10266075,2,RESOLVED,Low,6.2
IN10266077,2,RESOLVED,Medium,35.43
IN10266079,2,RESOLVED,Medium,16.03
IN10266093,2,RESOLVED,Low,2.45
IN10266094,2,RESOLVED,Low,2.32
IN10266105,2,RESOLVED,Low,15.0
IN10266134,2,RESOLVED,Medium,165.75
IN10266136,2,RESOLVED,Medium,9.03
IN10266139,2,RESOLVED,Low,15.75
IN10266150,2,RESOLVED,Medium,37.75
IN10266156,4,RESOLVED,Low,480.9
IN10266159,2,RESOLVED,Low,30.73
IN10266170,3,RESOLVED,Medium,4.95
IN10266185,2,RESOLVED,Low,131.35
IN10266187,5,RESOLVED,Low,291.27
IN10266190,3,RESOLVED,Low,3.57
IN10266191,3,RESOLVED,Medium,11.23
IN10266193,2,RESOLVED,Low,1.67
IN10266195,2,RESOLVED,Low,0.0
IN10266195,2,RESOLVED,Low,0.0
IN10266197,6,RESOLVED,Low,773.95
IN10266198,3,RESOLVED,Low,462.88
IN10266227,2,RESOLVED,Low,0.0
IN10266234,2,RESOLVED,Medium,10.07
IN10266238,2,RESOLVED,Medium,113.52
IN10266247,4,RESOLVED,Medium,13.37
IN10266248,2,RESOLVED,Low,2.27
IN10266250,2,RESOLVED,Low,1.98
IN10266253,2,,Medium,
IN10266256,2,RESOLVED,Medium,7.73
IN10266264,2,RESOLVED,Low,1.17
IN10266268,2,RESOLVED,Low,92.47
IN10266270,4,RESOLVED,Low,769.23
IN10266271,2,RESOLVED,Low,11.32
IN10266273,2,RESOLVED,Low,11.33
IN10266317,2,RESOLVED,Medium,30.7
IN10266320,2,RESOLVED,Medium,4.47
IN10266323,7,,Low,
IN10266324,2,RESOLVED,Low,4.12
IN10266324,2,RESOLVED,Low,4.12
IN10266335,2,RESOLVED,Medium,137.05
IN10266348,2,RESOLVED,Low,178.37
IN10266355,2,RESOLVED,Medium,7.93
IN10266357,2,RESOLVED,Medium,11.68
IN10266361,4,RESOLVED,Low,34.95
IN10266368,2,RESOLVED,Low,457.77
IN10266370,2,RESOLVED,Medium,13.93
IN10266384,4,RESOLVED,Low,317.98
IN10266390,2,RESOLVED,Low,22.98
IN10266391,2,RESOLVED,Low,4.02
IN10266396,3,RESOLVED,Medium,102.55
IN10266397,2,RESOLVED,Medium,2.65
IN10266398,2,RESOLVED,Medium,6.0
IN10266405,2,,Medium,51.85
IN10266413,4,RESOLVED,Medium,59.07
IN10266414,3,,Medium,
IN10266416,3,RESOLVED,Low,23.25
IN10266417,3,RESOLVED,Low,127.86
IN10266418,3,RESOLVED,Medium,57.82
IN10266420,2,RESOLVED,Low,158.68
IN10266431,2,RESOLVED,Medium,0.42
IN10266433,2,RESOLVED,Medium,0.35
IN10266436,2,RESOLVED,Medium,4.78
IN10266441,3,RESOLVED,Medium,22.93
IN10266443,2,RESOLVED,Low,27.76
IN10266444,2,RESOLVED,Low,4.55
IN10266445,2,RESOLVED,Low,12.62
IN10266446,2,RESOLVED,Medium,386.13
IN10266452,3,RESOLVED,Medium,126.62
IN10266454,3,RESOLVED,Low,5.4
IN10266454,3,RESOLVED,Low,5.4
IN10266467,2,RESOLVED,Low,453.62
IN10266469,2,RESOLVED,Low,14.22
IN10266481,2,RESOLVED,Low,3.78
IN10266487,4,RESOLVED,Low,20.0
IN10266488,3,RESOLVED,Medium,21.45
IN10266489,3,RESOLVED,Medium,21.43
IN10266504,2,RESOLVED,Medium,0.37
IN10266507,2,RESOLVED,Medium,144.27
IN10266524,2,RESOLVED,Low,1.65
IN10266532,2,RESOLVED,Low,1.67
IN10266543,2,RESOLVED,Low,0.23
IN10266548,2,RESOLVED,Low,50.35
IN10266558,2,RESOLVED,Low,0.37
IN10266562,3,RESOLVED,Medium,102.97
IN10266567,2,RESOLVED,Low,4.45
IN10266572,2,RESOLVED,Medium,74.78
IN10266575,2,RESOLVED,Medium,85.08
IN10266585,2,RESOLVED,Medium,74.9
IN10266591,2,RESOLVED,Low,8.42
IN10266607,2,RESOLVED,Low,4.92
IN10266607,2,RESOLVED,Low,4.92
IN10266610,2,RESOLVED,Low,1.7
IN10266612,2,RESOLVED,Medium,0.0
IN10266614,4,RESOLVED,Medium,290.72
IN10266652,2,RESOLVED,Medium,295.87
IN10266653,3,RESOLVED,Low,33.7
IN10266655,3,RESOLVED,Low,85.82
IN10266662,2,RESOLVED,Medium,102.81
IN10266665,2,RESOLVED,Low,15.72
IN10266668,2,RESOLVED,Low,5.15
IN10266670,2,RESOLVED,Low,2.43
IN10266673,2,RESOLVED,Low,438.95
IN10266678,2,RESOLVED,Low,0.7
IN10266680,2,RESOLVED,Low,0.6
IN10266688,2,RESOLVED,Medium,4.43
IN10266689,3,RESOLVED,Low,437.5
IN10266691,2,RESOLVED,Medium,23.23
IN10266694,2,RESOLVED,Medium,56.33
IN10266701,2,RESOLVED,Low,60.16
IN10266705,2,RESOLVED,Medium,65.6
IN10266710,2,RESOLVED,Medium,3.62
IN10266713,2,RESOLVED,Medium,26.2
IN10266723,2,RESOLVED,Medium,32.66
IN10266734,2,RESOLVED,Medium,36.44
IN10266738,2,RESOLVED,Medium,26.8
IN10266744,2,RESOLVED,Low,4.1
IN10266757,2,RESOLVED,Low,14.51
IN10266758,2,RESOLVED,Medium,25.0
IN10266758,2,RESOLVED,Medium,25.0
IN10266764,3,RESOLVED,Medium,195.23
IN10266771,2,RESOLVED,Medium,45.12
IN10266781,2,RESOLVED,Medium,66.12
IN10266803,2,RESOLVED,Low,5.78
IN10266804,2,,Medium,
IN10266807,3,RESOLVED,Low,73.44
IN10266808,2,RESOLVED,Medium,383.18
IN10266809,2,RESOLVED,Low,11.62
IN10266817,2,RESOLVED,Low,659.77
IN10266821,5,RESOLVED,Medium,230.85
IN10266823,2,RESOLVED,Low,13.85
IN10266824,2,RESOLVED,Medium,3.77
IN10266825,2,RESOLVED,Low,3.82
IN10266828,5,RESOLVED,Low,91.83
IN10266832,3,RESOLVED,Medium,228.87
IN10266840,2,RESOLVED,Low,1.08
IN10266843,2,RESOLVED,Medium,64.95
IN10266844,2,RESOLVED,Medium,434.13
IN10266857,2,RESOLVED,Low,1.32
IN10266859,2,RESOLVED,Medium,16.82
IN10266861,2,RESOLVED,Medium,4.73
IN10266862,2,RESOLVED,Low,10.0
IN10266879,2,RESOLVED,Low,0.0
IN10266891,3,RESOLVED,Medium,41.1
IN10266896,3,RESOLVED,Medium,40.57
IN10266897,6,RESOLVED,Medium,17.97
IN10266899,4,RESOLVED,Medium,2.23
IN10266902,5,RESOLVED,Medium,62.59
IN10266907,2,RESOLVED,Low,6.57
IN10266910,2,RESOLVED,Low,120.42
IN10266911,4,RESOLVED,Low,59.83
IN10266924,2,RESOLVED,Medium,4.52
IN10266926,2,RESOLVED,Low,1.28
IN10266928,2,RESOLVED,Medium,31.91
IN10266929,3,RESOLVED,Low,6.25
IN10266937,3,RESOLVED,Medium,11.8
IN10266939,2,RESOLVED,Medium,15.2
IN10266945,5,RESOLVED,Low,196.2
IN10266945,5,RESOLVED,Low,196.2
IN10266955,2,RESOLVED,Medium,13.55
IN10266964,2,RESOLVED,Low,804.7
IN10266969,2,RESOLVED,Low,14.05
IN10266971,2,RESOLVED,Medium,0.55
IN10266971,2,RESOLVED,Medium,0.55
IN10266973,2,RESOLVED,Medium,1.72
IN10266978,2,RESOLVED,Low,2.02
IN10266982,2,RESOLVED,Low,0.87
IN10266983,4,,Medium,3.64
IN10266985,2,RESOLVED,Low,5.55
IN10266986,2,RESOLVED,Medium,58.77
IN10266990,3,RESOLVED,Low,7.33
IN10266992,2,RESOLVED,Low,27.45
IN10266993,4,RESOLVED,Medium,325.83
IN10266994,4,RESOLVED,Low,95.4
IN10266995,2,RESOLVED,Low,3.63
IN10266998,3,RESOLVED,Low,1.48
IN10267004,2,RESOLVED,Low,8.9
IN10267008,3,RESOLVED,Low,68.73
IN10267011,2,,Medium,
IN10267027,2,RESOLVED,Medium,110.67
IN10267031,3,RESOLVED,Low,17.7
IN10267037,3,RESOLVED,Low,4.38
IN10267040,2,RESOLVED,Medium,0.0
IN10267044,2,RESOLVED,Low,122.6
IN10267050,2,RESOLVED,Low,12.37
IN10267053,2,RESOLVED,Medium,35.25
IN10267055,3,RESOLVED,Low,109.37
IN10267057,2,RESOLVED,Low,163.68
IN10267063,2,RESOLVED,Low,23.65
IN10267066,2,RESOLVED,Medium,1.62
IN10267070,2,RESOLVED,Low,14.23
IN10267071,2,,Low,
IN10267082,3,RESOLVED,Low,61.9
IN10267083,5,RESOLVED,Low,748.43
IN10267086,2,,Low,35.9
IN10267087,2,,Low,35.86
IN10267088,2,,Low,35.85
IN10267089,2,,Low,35.83
IN10267090,2,RESOLVED,Medium,45.9
IN10267098,2,,Low,24.48
IN10267099,2,RESOLVED,Low,40.6
IN10267101,2,RESOLVED,Low,5.37
IN10267107,2,RESOLVED,Low,120.77
IN10267107,2,RESOLVED,Low,120.77
IN10267108,2,RESOLVED,Low,12.8
IN10267110,6,RESOLVED,Medium,470.73
IN10267110,6,RESOLVED,Medium,470.73
IN10267114,2,RESOLVED,Low,11.3
IN10267119,2,RESOLVED,Low,6.5
IN10267122,2,RESOLVED,Low,12.4
IN10267126,4,RESOLVED,Medium,39.52
IN10267128,2,RESOLVED,Low,16.32
IN10267128,2,RESOLVED,Low,16.32
IN10267132,2,RESOLVED,Low,28.45
IN10267134,3,RESOLVED,Medium,25.9
IN10267135,2,RESOLVED,Medium,9.88
IN10267135,2,RESOLVED,Medium,9.88
IN10267138,2,RESOLVED,Low,12.09
IN10267146,2,RESOLVED,Low,39.15
IN10267150,3,RESOLVED,Medium,51.2
IN10267151,3,RESOLVED,Medium,0.23
IN10267151,3,RESOLVED,Medium,0.23
IN10267155,2,RESOLVED,Medium,538.3
IN10267160,2,RESOLVED,Medium,6.51
IN10267168,2,RESOLVED,Medium,0.22
IN10267175,3,RESOLVED,Low,25.7
IN10267176,5,RESOLVED,Medium,12.48
IN10267185,2,RESOLVED,Medium,37.52
IN10267194,2,RESOLVED,Medium,4.9
IN10267200,4,RESOLVED,Medium,74.1
IN10267209,2,RESOLVED,Medium,73.6
IN10267210,2,RESOLVED,Medium,80.0
IN10267215,2,RESOLVED,Low,574.27
IN10267217,3,,Low,
IN10267219,2,RESOLVED,Medium,946.95
IN10267223,2,RESOLVED,Low,0.0
IN10267224,2,RESOLVED,Low,3.15
IN10267226,2,,Low,1120.0
IN10267228,4,RESOLVED,Medium,68.8
IN10267237,2,RESOLVED,Low,34.03
IN10267242,2,RESOLVED,Low,397.47
IN10267249,2,RESOLVED,Low,0.0
IN10267272,2,RESOLVED,Low,27.57
IN10267278,2,RESOLVED,Low,86.81
IN10267292,2,RESOLVED,Low,1.03
IN10267292,2,RESOLVED,Low,1.03
IN10267297,3,RESOLVED,Low,7.03
IN10267299,2,RESOLVED,Low,8.0
IN10267305,2,RESOLVED,Medium,1.2
IN10267306,2,RESOLVED,Low,4.17
IN10267307,2,RESOLVED,Medium,9.48
IN10267309,2,RESOLVED,Medium,15.41
IN10267320,3,RESOLVED,Medium,29.77
IN10267325,3,RESOLVED,Medium,7.42
IN10267327,2,RESOLVED,Low,748.98
IN10267332,2,RESOLVED,Low,2.75
IN10267336,3,RESOLVED,Low,15.38
IN10267344,2,RESOLVED,Medium,859.53
IN10267350,3,RESOLVED,Medium,7.68
IN10267352,4,,Low,
IN10267353,2,,Low,
IN10267356,2,RESOLVED,Medium,5.63
IN10267360,2,RESOLVED,Low,41.78
IN10267365,2,RESOLVED,Medium,6.02
IN10267368,2,RESOLVED,Medium,1.55
IN10267369,2,RESOLVED,Medium,1.57
IN10267370,2,RESOLVED,Medium,1.53
IN10267371,2,RESOLVED,Medium,156.44
IN10267373,2,RESOLVED,Medium,5.9
IN10267374,3,RESOLVED,Medium,184.47
IN10267377,2,RESOLVED,Medium,5.55
IN10267382,2,RESOLVED,Medium,0.95
IN10267383,2,RESOLVED,Low,109.57
IN10267387,3,RESOLVED,Low,84.2
IN10267398,2,RESOLVED,Medium,11.63
IN10267401,2,RESOLVED,Low,52.63
IN10267401,2,RESOLVED,Low,52.63
IN10267402,2,RESOLVED,Medium,1.38
IN10267403,2,,Low,1111.1
IN10267411,2,RESOLVED,Low,131.3
IN10267416,3,RESOLVED,Low,1.64
IN10267418,3,RESOLVED,Low,27.72
IN10267422,3,RESOLVED,Low,138.57
IN10267426,3,RESOLVED,Medium,10.33
IN10267428,3,RESOLVED,Low,17.27
IN10267436,6,,Low,
IN10267437,3,RESOLVED,Medium,10.0
IN10267438,2,RESOLVED,Low,37.58
IN10267451,2,RESOLVED,Medium,7.58
IN10267456,2,RESOLVED,Low,3.28
IN10267457,3,RESOLVED,Low,14.62
IN10267463,2,RESOLVED,Low,163.92
IN10267464,2,RESOLVED,Low,0.0
IN10267464,2,RESOLVED,Low,0.0
IN10267465,2,RESOLVED,Medium,37.87
IN10267466,2,RESOLVED,Medium,0.0
IN10267467,3,RESOLVED,Low,2.35
IN10267472,2,RESOLVED,Medium,2.07
IN10267473,2,RESOLVED,Medium,28.98
IN10267476,4,RESOLVED,Medium,374.93
IN10267478,2,RESOLVED,Medium,279.68
IN10267480,3,RESOLVED,Low,2.13
IN10267485,2,RESOLVED,Low,2.15
IN10267485,2,RESOLVED,Low,2.15
IN10267486,2,RESOLVED,Low,7.68
IN10267488,2,RESOLVED,Low,0.78
IN10267516,5,RESOLVED,Low,83.22
IN10267518,3,RESOLVED,Low,281.4
IN10267519,2,RESOLVED,Low,6.5
IN10267563,2,RESOLVED,Medium,0.05
IN10267563,2,RESOLVED,Medium,0.05
IN10267569,2,RESOLVED,Medium,7.45
IN10267583,2,,Low,
IN10267593,2,,Medium,
IN10267597,2,,Low,
IN10267609,2,RESOLVED,Medium,1.82
IN10267619,2,RESOLVED,Low,33.53
IN10267628,2,RESOLVED,Medium,0.52
IN10267629,4,RESOLVED,Medium,608.8
IN10267634,2,RESOLVED,Low,110.15
IN10267636,2,RESOLVED,Low,0.92
IN10267636,2,RESOLVED,Low,0.92
IN10267641,2,RESOLVED,Low,8.98
IN10267642,3,RESOLVED,Medium,7.71
IN10267646,2,,Low,
IN10267649,2,RESOLVED,Medium,6.8
IN10267649,2,RESOLVED,Medium,6.8
IN10267669,2,RESOLVED,Medium,6.07
IN10267670,2,RESOLVED,Medium,7.07
IN10267676,2,RESOLVED,Low,8.26
IN10267678,2,RESOLVED,Low,6.44
IN10267685,3,RESOLVED,Medium,56.75
IN10267688,2,RESOLVED,Medium,0.92
IN10267689,2,RESOLVED,Medium,0.86
IN10267700,2,RESOLVED,Low,0.0
IN10267702,2,RESOLVED,Low,0.47
IN10267707,2,RESOLVED,Low,6.57
IN10267718,2,RESOLVED,Medium,13.38
IN10267720,5,RESOLVED,Medium,7.02
IN10267721,2,RESOLVED,Medium,11.97
IN10267730,2,RESOLVED,Medium,15.9
IN10267731,2,RESOLVED,Medium,24.38
IN10267736,4,RESOLVED,Low,7.45
IN10267743,2,RESOLVED,Low,0.0
IN10267744,3,RESOLVED,Low,14.97
IN10267745,2,RESOLVED,Low,17.75
IN10267747,4,RESOLVED,Low,3.05
IN10267751,4,RESOLVED,Low,6.6
IN10267751,4,RESOLVED,Low,6.6
IN10267753,3,RESOLVED,Low,107.47
IN10267754,4,RESOLVED,Medium,46.5
IN10267754,4,RESOLVED,Medium,46.5
IN10267756,2,RESOLVED,Low,3.92
IN10267758,2,RESOLVED,Low,0.0
IN10267758,2,RESOLVED,Low,0.0
IN10267768,2,RESOLVED,Low,153.93
IN10267770,2,RESOLVED,Low,0.0
IN10267770,2,RESOLVED,Low,0.0
IN10267774,2,RESOLVED,Low,0.0
IN10267774,2,RESOLVED,Low,0.0
IN10267775,2,RESOLVED,Low,0.03
IN10267775,2,RESOLVED,Low,0.03
IN10267782,2,RESOLVED,Medium,1.55
IN10267795,2,RESOLVED,Low,153.95
IN10267800,3,RESOLVED,Medium,0.0
IN10267810,2,RESOLVED,Medium,596.4
IN10267815,2,RESOLVED,Medium,0.0
IN10267825,2,RESOLVED,Low,4.37
IN10267828,4,RESOLVED,Medium,7.05
IN10267844,2,RESOLVED,Medium,25.0
IN10267845,2,RESOLVED,Low,0.0
IN10267846,2,RESOLVED,Low,0.0
IN10267849,7,,Low,
IN10267855,2,RESOLVED,Low,132.68
IN10267855,2,RESOLVED,Low,132.68
IN10267875,2,RESOLVED,Low,0.0
IN10267887,2,RESOLVED,Medium,24.6
IN10267892,2,RESOLVED,Medium,25.05
IN10267893,2,RESOLVED,Medium,0.0
IN10267893,2,RESOLVED,Medium,0.0
IN10267906,6,,Low,
IN10267909,2,RESOLVED,Low,0.0
IN10267920,4,,Medium,
IN10267951,2,RESOLVED,Low,1.73
IN10267955,2,RESOLVED,Medium,35.2
IN10267962,4,RESOLVED,Low,413.94
IN10267962,4,RESOLVED,Low,413.94
IN10267972,2,RESOLVED,Low,3.8
IN10267972,2,RESOLVED,Low,3.8
IN10267973,2,RESOLVED,Low,4.72
IN10267974,3,RESOLVED,Low,177.3
IN10267975,2,RESOLVED,Medium,1.25
IN10267976,2,RESOLVED,Medium,1.25
IN10267986,4,RESOLVED,Low,1.5
IN10267995,2,RESOLVED,Low,33.83
IN10267997,3,RESOLVED,Medium,6.03
IN10268000,2,RESOLVED,Low,6.25
IN10268002,2,RESOLVED,Low,20.43
IN10268006,2,,Medium,
IN10268012,2,RESOLVED,Medium,12.9
IN10268013,3,,Low,
IN10268015,2,RESOLVED,Low,327.32
IN10268017,3,RESOLVED,Medium,19.98
IN10268020,2,RESOLVED,Medium,253.43
IN10268022,2,RESOLVED,Low,3.62
IN10268025,5,RESOLVED,Low,10.71
IN10268026,6,RESOLVED,Low,34.48
IN10268029,5,RESOLVED,Low,10.74
IN10268030,5,RESOLVED,Low,6.08
IN10268034,2,RESOLVED,Low,3.17
IN10268035,5,RESOLVED,Low,34.3
IN10268036,4,RESOLVED,Low,10.73
IN10268038,5,RESOLVED,Low,10.66
IN10268054,2,RESOLVED,Low,98.38
IN10268055,2,RESOLVED,Low,103.8
IN10268056,2,RESOLVED,Low,8.92
IN10268057,2,RESOLVED,Low,332.98
IN10268058,2,RESOLVED,Low,105.13
IN10268063,2,RESOLVED,Low,1.78
IN10268064,2,RESOLVED,Low,84.27
IN10268066,3,RESOLVED,Medium,5.98
IN10268068,2,RESOLVED,Low,0.42
IN10268069,5,RESOLVED,Low,303.7
IN10268071,2,RESOLVED,Low,5.72
IN10268074,2,RESOLVED,Low,8.03
IN10268076,2,RESOLVED,Medium,170.8
IN10268078,3,RESOLVED,Low,2.82
IN10268079,6,,Low,
IN10268094,3,RESOLVED,Low,24.3
IN10268097,3,RESOLVED,Medium,23.88
IN10268098,4,RESOLVED,Low,127.5
IN10268098,4,RESOLVED,Low,127.5
IN10268099,5,RESOLVED,Medium,12.62
IN10268114,2,RESOLVED,Low,32.68
IN10268116,2,,Low,
IN10268122,3,RESOLVED,Low,48.82
IN10268124,2,RESOLVED,Medium,393.2
IN10268124,2,RESOLVED,Medium,393.2
IN10268128,2,RESOLVED,Medium,0.0
IN10268136,3,,Medium,
IN10268137,2,RESOLVED,Low,260.33
IN10268141,3,RESOLVED,Medium,19.6
IN10268141,3,RESOLVED,Medium,19.6
IN10268159,3,RESOLVED,Low,88.03
IN10268162,2,RESOLVED,Medium,138.72
IN10268163,2,RESOLVED,Medium,199.55
IN10268172,2,RESOLVED,Medium,3.08
IN10268172,2,RESOLVED,Medium,3.08
IN10268175,2,RESOLVED,Low,38.48
IN10268175,2,RESOLVED,Low,38.48
IN10268177,3,RESOLVED,Low,167.57
IN10268190,3,,Low,17.42
IN10268191,2,RESOLVED,Medium,28.78
IN10268197,3,RESOLVED,Medium,375.18
IN10268214,2,RESOLVED,Medium,40.05
IN10268215,4,RESOLVED,Low,136.02
IN10268216,2,RESOLVED,Low,3.6
IN10268216,2,RESOLVED,Low,3.6
IN10268217,3,RESOLVED,Low,81.95
IN10268219,2,RESOLVED,Low,1.78
IN10268225,4,RESOLVED,Medium,88.85
IN10268229,3,RESOLVED,Low,12.9
IN10268231,2,RESOLVED,Low,20.74
IN10268234,2,RESOLVED,Low,2.65
IN10268235,2,RESOLVED,Medium,25.12
IN10268236,3,RESOLVED,Medium,25.37
IN10268237,4,RESOLVED,Medium,2.13
IN10268240,2,RESOLVED,Low,73.28
IN10268240,2,RESOLVED,Low,73.28
IN10268241,3,RESOLVED,Low,408.38
IN10268245,2,RESOLVED,Medium,47.2
IN10268248,2,RESOLVED,Low,4.63
IN10268259,2,RESOLVED,Medium,169.2
IN10268262,2,RESOLVED,Low,46.23
IN10268266,2,RESOLVED,Low,0.58
IN10268267,2,RESOLVED,Low,28.95
IN10268267,2,RESOLVED,Low,28.95
IN10268275,3,RESOLVED,Medium,924.67
IN10268278,2,RESOLVED,Medium,13.9
IN10268302,7,RESOLVED,Medium,734.82
IN10268304,2,RESOLVED,Low,0.58
IN10268305,2,RESOLVED,Low,44.52
IN10268307,2,RESOLVED,Medium,34.95
IN10268309,2,RESOLVED,Low,234.68
IN10268317,2,,Low,
IN10268318,3,RESOLVED,Low,115.5
IN10268321,2,RESOLVED,Low,16.85
IN10268324,2,RESOLVED,Medium,144.03
IN10268326,2,RESOLVED,Medium,4.53
IN10268327,2,RESOLVED,Medium,26.12
IN10268328,2,,Medium,26.15
IN10268330,2,RESOLVED,Medium,26.15
IN10268331,2,RESOLVED,Low,7.02
IN10268332,2,,Medium,26.17
IN10268343,4,RESOLVED,Low,77.52
IN10268345,3,RESOLVED,Medium,22.88
IN10268349,5,RESOLVED,Low,193.7
IN10268358,2,RESOLVED,Medium,0.0
IN10268369,2,RESOLVED,Medium,12.58
IN10268370,2,RESOLVED,Low,21.43
IN10268371,2,RESOLVED,Medium,4.2
IN10268385,2,RESOLVED,Low,8.27
IN10268392,2,RESOLVED,Low,2.45
IN10268395,2,,Low,477.78
IN10268396,2,RESOLVED,Low,0.0
IN10268397,2,RESOLVED,Low,287.7
IN10268409,4,RESOLVED,Medium,10.49
IN10268413,3,RESOLVED,Low,16.3
IN10268414,2,RESOLVED,Medium,39.25
IN10268417,2,,Medium,8.89
IN10268420,2,RESOLVED,Medium,6.08
IN10268422,4,RESOLVED,Medium,875.87
IN10268432,2,RESOLVED,Medium,78.36
IN10268436,3,,Low,
IN10268438,4,RESOLVED,Low,13.8
IN10268441,2,RESOLVED,Low,1.73
IN10268451,3,RESOLVED,Medium,38.42
IN10268453,3,RESOLVED,Low,6.8
IN10268453,3,RESOLVED,Low,6.8
IN10268458,2,RESOLVED,Low,35.26
IN10268458,2,RESOLVED,Low,35.26
IN10268459,2,RESOLVED,Low,4.47
IN10268473,2,RESOLVED,Low,11.64
IN10268477,2,RESOLVED,Medium,1.3
IN10268482,2,RESOLVED,Medium,0.33
IN10268505,2,RESOLVED,Low,4.77
IN10268507,3,RESOLVED,Medium,340.74
IN10268510,4,RESOLVED,Medium,329.72
IN10268512,2,RESOLVED,Low,326.17
IN10268522,2,RESOLVED,Medium,32.26
IN10268522,2,RESOLVED,Medium,32.26
IN10268525,2,RESOLVED,Low,0.47
IN10268525,2,RESOLVED,Low,0.47
IN10268533,2,RESOLVED,Medium,935.65
IN10268540,2,RESOLVED,Low,245.56
IN10268544,4,RESOLVED,Medium,109.77
IN10268545,3,,Medium,9.85
IN10268550,3,RESOLVED,Low,2.61
IN10268568,6,RESOLVED,Low,44.4
IN10268571,4,RESOLVED,Medium,62.28
IN10268574,2,RESOLVED,Low,1.22
IN10268576,2,RESOLVED,Medium,0.22
IN10268596,4,RESOLVED,Medium,0.0
IN10268609,6,RESOLVED,Low,24.03
IN10268610,2,RESOLVED,Low,1.2
IN10268613,2,RESOLVED,Medium,1.55
IN10268619,2,RESOLVED,Low,5.18
IN10268659,2,,Low,567.5
IN10268662,6,RESOLVED,Low,24.05
IN10268669,2,RESOLVED,Low,10.98
IN10268680,2,RESOLVED,Medium,8.23
IN10268681,2,RESOLVED,Medium,5.42
IN10268682,2,,Low,0.0
IN10268686,2,RESOLVED,Medium,8.05
IN10268686,2,RESOLVED,Medium,8.05
IN10268716,2,RESOLVED,Low,1.3
IN10268717,3,RESOLVED,Medium,455.02
IN10268728,3,RESOLVED,Low,21.89
IN10268731,3,RESOLVED,Medium,14.3
IN10268733,2,RESOLVED,Low,3.85
IN10268737,2,,Medium,10.82
